# x y z Bx By Bz TempV
1.133056100000000015e+03 -2.728245800000000145e+03 -1.164373100000000022e+03 6.238631583428570770e-02 8.616254038786669289e-02 1.952669679599779995e+00 -2.032551955400509636e-03
1.133580099999999902e+03 -2.728258499999999913e+03 -1.164373399999999947e+03 1.070608232149349026e-01 8.744765876903626278e-02 1.953398305918479627e+00 -2.045916597692412110e-03
1.134091799999999921e+03 -2.728272399999999834e+03 -1.164373399999999947e+03 1.525273814215272472e-01 8.925201630992836421e-02 1.955888239485280344e+00 -2.025708184585784354e-03
1.134622000000000071e+03 -2.728284700000000157e+03 -1.164373599999999897e+03 1.999822840581754468e-01 9.120715394339641569e-02 1.959110132852696307e+00 -1.998695216019389861e-03
1.135142100000000028e+03 -2.728298899999999776e+03 -1.164373499999999922e+03 2.488833605497724755e-01 9.303974228625389031e-02 1.962698097222640659e+00 -2.017895955451789753e-03
1.135664899999999989e+03 -2.728314199999999801e+03 -1.164373800000000074e+03 2.993380647677396644e-01 9.474129977506529077e-02 1.966717054167209211e+00 -1.994560651715695555e-03
1.136182199999999966e+03 -2.728325800000000072e+03 -1.164374099999999999e+03 3.521828232064285746e-01 9.677055060467898429e-02 1.970884353517545540e+00 -1.995942514111606267e-03
1.136709000000000060e+03 -2.728339399999999841e+03 -1.164374199999999973e+03 4.070464309660235536e-01 9.865988980287507260e-02 1.975017533597442476e+00 -2.060642533985397248e-03
1.137236300000000028e+03 -2.728353099999999813e+03 -1.164374099999999999e+03 4.648458643629881371e-01 1.003707147827387347e-01 1.979422176215940965e+00 -2.013969064808822807e-03
1.137757200000000012e+03 -2.728365899999999783e+03 -1.164374299999999948e+03 5.259434550472814607e-01 1.019799002136907162e-01 1.984417339244922918e+00 -2.010928066980457573e-03
1.138277900000000045e+03 -2.728381899999999860e+03 -1.164374399999999923e+03 5.913120020309999836e-01 1.035051019967686975e-01 1.989898132960029598e+00 -2.006524959643813180e-03
1.138807299999999941e+03 -2.728393199999999979e+03 -1.164374299999999948e+03 6.636606597562807464e-01 1.051251418708325502e-01 1.994178439366946165e+00 -1.982641810409048293e-03
1.139323900000000094e+03 -2.728407200000000103e+03 -1.164374199999999973e+03 7.417145806522409401e-01 1.068044145076948725e-01 1.997042418740381464e+00 -2.034232938054434010e-03
1.139842200000000048e+03 -2.728421600000000126e+03 -1.164374800000000050e+03 8.255565519335001934e-01 1.085265913796072401e-01 1.997507384716307843e+00 -2.039015026014029831e-03
1.140356099999999969e+03 -2.728434099999999944e+03 -1.164375500000000102e+03 9.169896308428914233e-01 1.103268706645988140e-01 1.995095288504933340e+00 -2.022203583878138308e-03
1.140873599999999897e+03 -2.728446699999999964e+03 -1.164375600000000077e+03 1.017022865317879443e+00 1.125296957304195017e-01 1.989622155741036069e+00 -1.955669619561872883e-03
1.141392299999999977e+03 -2.728460900000000038e+03 -1.164375399999999900e+03 1.128730189438922338e+00 1.150585896080913578e-01 1.980365128712053835e+00 -2.009888059672055964e-03
1.141912299999999959e+03 -2.728474600000000009e+03 -1.164375500000000102e+03 1.256423613376571380e+00 1.182032641348161051e-01 1.964598420078952357e+00 -2.001000477438136943e-03
1.142439399999999978e+03 -2.728487500000000182e+03 -1.164375600000000077e+03 1.405785853704776267e+00 1.218586229017333683e-01 1.936791641038735134e+00 -2.048046626646020212e-03
1.142962800000000016e+03 -2.728501000000000204e+03 -1.164375700000000052e+03 1.580057649043597356e+00 1.265273265607163578e-01 1.887516288310354895e+00 -2.020289166496200273e-03
1.143479900000000043e+03 -2.728514400000000023e+03 -1.164375999999999976e+03 1.778347437110785467e+00 1.315569728368303493e-01 1.803464536797565465e+00 -2.028846764665177913e-03
1.144001500000000078e+03 -2.728528200000000197e+03 -1.164376199999999926e+03 1.999507618730499869e+00 1.365085375393867151e-01 1.662234002307482195e+00 -2.011972790022320458e-03
1.144521899999999960e+03 -2.728541799999999967e+03 -1.164376299999999901e+03 2.222686494916142674e+00 1.410046473992793425e-01 1.428724967103690346e+00 -2.011885565529335750e-03
1.145047900000000027e+03 -2.728555299999999988e+03 -1.164376099999999951e+03 2.380684638163843125e+00 1.427819329328698927e-01 1.086691781817785696e+00 -2.010666537160713842e-03
1.145565900000000056e+03 -2.728568800000000010e+03 -1.164376199999999926e+03 2.391825595147551997e+00 1.403729392923671881e-01 6.920419174843076560e-01 -1.999815692109484146e-03
1.146097700000000032e+03 -2.728581799999999930e+03 -1.164376099999999951e+03 2.261053294342245223e+00 1.345660928487719399e-01 3.492404350341578589e-01 -2.073846247905815950e-03
1.146615299999999934e+03 -2.728595800000000054e+03 -1.164376500000000078e+03 2.071393863954969827e+00 1.279982268818521673e-01 1.077952979442455134e-01 -2.032759660725948648e-03
1.147134900000000016e+03 -2.728608499999999822e+03 -1.164376999999999953e+03 1.876587562178200885e+00 1.218893821343786932e-01 -5.014638701521893782e-02 -2.066146113247784889e-03
1.147652299999999968e+03 -2.728621999999999844e+03 -1.164376999999999953e+03 1.696310631950835868e+00 1.165483688928567324e-01 -1.527846895291515572e-01 -1.995998049965949910e-03
1.148167300000000068e+03 -2.728636399999999867e+03 -1.164376800000000003e+03 1.536370307666096169e+00 1.121654301997165731e-01 -2.189869458755843712e-01 -2.025407874197052323e-03
1.148687500000000000e+03 -2.728648299999999836e+03 -1.164376999999999953e+03 1.394491763686203534e+00 1.084576599277533859e-01 -2.615620452067425328e-01 -1.993588192042237712e-03
1.149207499999999982e+03 -2.728661999999999807e+03 -1.164377099999999928e+03 1.268052115746390651e+00 1.052003031738619199e-01 -2.885136086277692025e-01 -2.027635879610972022e-03
1.149732400000000098e+03 -2.728677000000000135e+03 -1.164376999999999953e+03 1.156085225723928689e+00 1.024284796989753249e-01 -3.040498626253209657e-01 -1.999601713750636875e-03
1.150243799999999965e+03 -2.728688099999999849e+03 -1.164377400000000080e+03 1.057630091505071368e+00 1.001459569115082660e-01 -3.115427475794636525e-01 -2.001903911732142230e-03
1.150753899999999931e+03 -2.728702200000000175e+03 -1.164377500000000055e+03 9.712756750499630387e-01 9.815436497392467097e-02 -3.133270898077697986e-01 -2.039794620662575744e-03
1.151265900000000101e+03 -2.728716499999999996e+03 -1.164377700000000004e+03 8.937270923420963520e-01 9.639557279517055322e-02 -3.111316017769578113e-01 -1.992922337122186773e-03
1.151785699999999906e+03 -2.728727499999999964e+03 -1.164377799999999979e+03 8.234989116934851028e-01 9.500114407341225808e-02 -3.059079562289633292e-01 -2.027317811785076061e-03
1.152309500000000071e+03 -2.728743800000000192e+03 -1.164377600000000029e+03 7.594421222987999265e-01 9.362285748165466437e-02 -2.983348390161059127e-01 -2.034339710511071878e-03
1.152831400000000031e+03 -2.728756100000000060e+03 -1.164377500000000055e+03 7.017381768309700618e-01 9.251228594741080224e-02 -2.893907728459281792e-01 -2.014003417809852575e-03
1.153346999999999980e+03 -2.728769800000000032e+03 -1.164377899999999954e+03 6.502701485497857092e-01 9.143081136141899268e-02 -2.791810726021785594e-01 -2.010202132814730997e-03
1.153868099999999913e+03 -2.728783300000000054e+03 -1.164378300000000081e+03 6.035346538648570514e-01 9.055653806659012817e-02 -2.683153617924166623e-01 -1.997229207541453312e-03
1.154398799999999937e+03 -2.728796699999999873e+03 -1.164378600000000006e+03 5.605697070779999125e-01 8.975356320291695555e-02 -2.568956462815646935e-01 -2.022037043411418090e-03
1.154924299999999903e+03 -2.728810300000000097e+03 -1.164378600000000006e+03 5.213968586877160138e-01 8.909538319007158369e-02 -2.451572799540059355e-01 -2.028044131916528596e-03
1.155439599999999928e+03 -2.728823699999999917e+03 -1.164378799999999956e+03 4.862188036608143249e-01 8.864408204417134618e-02 -2.334638442221317611e-01 -2.008611857288213065e-03
1.155960499999999911e+03 -2.728837399999999889e+03 -1.164378600000000006e+03 4.541029856547857402e-01 8.809024433583756419e-02 -2.219531903421190777e-01 -2.042920040133290073e-03
1.156474500000000035e+03 -2.728851500000000215e+03 -1.164378699999999981e+03 4.248728316883372824e-01 8.760005933009942791e-02 -2.103449642266144448e-01 -2.051240366781607437e-03
1.156992199999999912e+03 -2.728863400000000183e+03 -1.164379100000000108e+03 3.985699801049820135e-01 8.723427270838556014e-02 -1.992312169529760479e-01 -2.012088178013517106e-03
1.157512999999999920e+03 -2.728877199999999903e+03 -1.164379300000000057e+03 3.740474626271428349e-01 8.684011534319567571e-02 -1.881350194432202527e-01 -2.011347416839284578e-03
1.158024300000000039e+03 -2.728890100000000075e+03 -1.164379500000000007e+03 3.516395230055273102e-01 8.640395154511459896e-02 -1.773141757587151646e-01 -2.012601199395371021e-03
1.158554699999999912e+03 -2.728902300000000196e+03 -1.164379599999999982e+03 3.309734929352982080e-01 8.615472841478299948e-02 -1.669432875046666653e-01 -2.050029682303784739e-03
1.158619300000000067e+03 -2.728909000000000106e+03 -1.164382399999999961e+03 3.147146282958451224e-01 8.594827619800425589e-02 -1.583373190737977776e-01 -2.019400310068939029e-03
1.158643700000000081e+03 -2.728907999999999902e+03 -1.164384099999999989e+03 3.153399684506034695e-01 8.586878875636608233e-02 -1.587295658328790049e-01 -1.990627038473251949e-03
1.158651900000000069e+03 -2.728623399999999947e+03 -1.164383000000000038e+03 3.143097179392796980e-01 8.565969655372186742e-02 -1.581626418638126530e-01 -2.005081909585352921e-03
1.158659300000000030e+03 -2.728108400000000074e+03 -1.164383499999999913e+03 3.142550768306182629e-01 8.397391161221538780e-02 -1.580744004606941810e-01 -2.012942278665710068e-03
1.158672000000000025e+03 -2.727898999999999887e+03 -1.164378099999999904e+03 3.140200749637678812e-01 8.184412668935470148e-02 -1.578231398728436319e-01 -2.013937094955042459e-03
1.158325599999999895e+03 -2.727877800000000207e+03 -1.164382800000000088e+03 3.152537819955869569e-01 8.125921465225452445e-02 -1.584332276281838758e-01 -2.033326912581817202e-03
1.157824000000000069e+03 -2.727890499999999975e+03 -1.164382599999999911e+03 3.324735162111016606e-01 8.114838272540882136e-02 -1.674433965786386591e-01 -2.025947022650968939e-03
1.157298399999999901e+03 -2.727873700000000099e+03 -1.164381399999999985e+03 3.531741703116923481e-01 8.123583495066646898e-02 -1.778508972096390639e-01 -2.037725692989950359e-03
1.156769900000000007e+03 -2.727855700000000070e+03 -1.164380699999999933e+03 3.760118012731597514e-01 8.118240054640153691e-02 -1.887221285529408488e-01 -1.997355207964671229e-03
1.156251899999999978e+03 -2.727842900000000100e+03 -1.164380300000000034e+03 4.008503301327143165e-01 8.127978397954292722e-02 -1.998065579316012086e-01 -2.026238223691644719e-03
1.155719800000000077e+03 -2.727829699999999775e+03 -1.164379200000000083e+03 4.280107120734352733e-01 8.139918823416954219e-02 -2.112471137594235382e-01 -1.991722301093978333e-03
1.155193199999999933e+03 -2.727814600000000155e+03 -1.164378300000000081e+03 4.584152700349473641e-01 8.147373666821636218e-02 -2.230273873672105611e-01 -2.008090147390580778e-03
1.154661200000000008e+03 -2.727800099999999929e+03 -1.164378500000000031e+03 4.913728665626271863e-01 8.167237989001627230e-02 -2.348131009035857863e-01 -2.027871218911872237e-03
1.154146799999999985e+03 -2.727790899999999965e+03 -1.164378400000000056e+03 5.272698838877857286e-01 8.194123332922617631e-02 -2.464585734163690367e-01 -1.996287711650509156e-03
1.153625000000000000e+03 -2.727778499999999894e+03 -1.164378300000000081e+03 5.663626353170714278e-01 8.225319647957270164e-02 -2.580393719435833400e-01 -1.996652997254463272e-03
1.153103900000000067e+03 -2.727760099999999966e+03 -1.164377999999999929e+03 6.096660756249231428e-01 8.264131610841705944e-02 -2.692032299161301601e-01 -2.036444256130667124e-03
1.152582799999999907e+03 -2.727751999999999953e+03 -1.164377999999999929e+03 6.575071012921428482e-01 8.314133220671768298e-02 -2.798460402530178470e-01 -1.994122429691326005e-03
1.152068500000000085e+03 -2.727739900000000034e+03 -1.164377700000000004e+03 7.100021318206545251e-01 8.372093522207989247e-02 -2.898739900530484803e-01 -2.025608168914710266e-03
1.151551300000000083e+03 -2.727724799999999959e+03 -1.164377600000000029e+03 7.677626213260482224e-01 8.437381440100810703e-02 -2.985863491197831565e-01 -2.012582320474632681e-03
1.151033699999999953e+03 -2.727708000000000084e+03 -1.164377500000000055e+03 8.320951169102143163e-01 8.522498653555589387e-02 -3.058199545970297639e-01 -2.028538571456631884e-03
1.150508700000000090e+03 -2.727698899999999867e+03 -1.164377300000000105e+03 9.040787021409941726e-01 8.624972882101868132e-02 -3.106388936921118948e-01 -2.041856276457686050e-03
1.149980199999999968e+03 -2.727682400000000143e+03 -1.164377300000000105e+03 9.854397709684913353e-01 8.761079382074331290e-02 -3.122736897390141486e-01 -1.993152652976915365e-03
1.149470000000000027e+03 -2.727669400000000223e+03 -1.164377199999999903e+03 1.074835843000463420e+00 8.902875137283239315e-02 -3.095034744177097563e-01 -2.022019294010669876e-03
1.148943999999999960e+03 -2.727656700000000001e+03 -1.164376800000000003e+03 1.175492447887199976e+00 9.103733821844479934e-02 -3.006654009615000178e-01 -2.033563759665466333e-03
1.148416099999999915e+03 -2.727643300000000181e+03 -1.164376999999999953e+03 1.290936589448428595e+00 9.346394756927030312e-02 -2.829628957684344748e-01 -1.994952912591198280e-03
1.147896899999999960e+03 -2.727630200000000059e+03 -1.164376600000000053e+03 1.420828898238571503e+00 9.625023063953655478e-02 -2.534463051127678335e-01 -2.006690686180483737e-03
1.147376899999999978e+03 -2.727616899999999987e+03 -1.164376500000000078e+03 1.567365190298857014e+00 9.971242770052134163e-02 -2.061699862650416548e-01 -2.008521871899871837e-03
1.146836999999999989e+03 -2.727601999999999862e+03 -1.164376500000000078e+03 1.736295332929103763e+00 1.039216915004459035e-01 -1.309951324120517124e-01 -2.014498496170629305e-03
1.146315000000000055e+03 -2.727588699999999790e+03 -1.164376199999999926e+03 1.926166297918587844e+00 1.090313339939496529e-01 -1.342301602917059071e-02 -2.011436770133043835e-03
1.145799299999999903e+03 -2.727575899999999820e+03 -1.164375900000000001e+03 2.122952216194777808e+00 1.149383804403060483e-01 1.639006398950179633e-01 -2.009147375454730430e-03
1.145272300000000087e+03 -2.727562800000000152e+03 -1.164375700000000052e+03 2.302943980654928335e+00 1.211399021734167747e-01 4.300392231635892237e-01 -1.992121024052295221e-03
1.144755599999999959e+03 -2.727548999999999978e+03 -1.164375600000000077e+03 2.403396485241848790e+00 1.261166794378457412e-01 7.904283563071198282e-01 -2.018837258362866146e-03
1.144231800000000021e+03 -2.727534500000000207e+03 -1.164375600000000077e+03 2.351548030080285567e+00 1.270238741965258322e-01 1.179727810269922683e+00 -2.021710743872447927e-03
1.143713799999999992e+03 -2.727521099999999933e+03 -1.164375500000000102e+03 2.169975293599668564e+00 1.234927018867702508e-01 1.497196929493745721e+00 -1.977290769477188168e-03
1.143183899999999994e+03 -2.727507099999999809e+03 -1.164375299999999925e+03 1.941174699952070037e+00 1.175769461129824445e-01 1.705928900372374546e+00 -1.982530576462603056e-03
1.142656400000000076e+03 -2.727494799999999941e+03 -1.164375099999999975e+03 1.721725949737623607e+00 1.112577933981176298e-01 1.831180197227647133e+00 -2.014842590311660426e-03
1.142132599999999911e+03 -2.727480399999999918e+03 -1.164375000000000000e+03 1.529493318556785830e+00 1.052191381671832293e-01 1.903877226887285667e+00 -2.017850927899552619e-03
1.141605299999999943e+03 -2.727465599999999995e+03 -1.164375099999999975e+03 1.363541331701467518e+00 1.005738841019617469e-01 1.945842305456467747e+00 -2.043547271611987400e-03
1.141078199999999924e+03 -2.727454400000000078e+03 -1.164374600000000100e+03 1.219639776445814006e+00 9.706616189722853949e-02 1.970436382147034982e+00 -2.034434188397781645e-03
1.140563499999999976e+03 -2.727441299999999956e+03 -1.164374700000000075e+03 1.096167619896289080e+00 9.410527483069693055e-02 1.984825348624379648e+00 -2.051403884131441056e-03
1.140033500000000004e+03 -2.727426500000000033e+03 -1.164374600000000100e+03 9.870639052996490470e-01 9.128872737149223981e-02 1.993537254738709796e+00 -2.012670128598337532e-03
1.139524699999999939e+03 -2.727412499999999909e+03 -1.164374399999999923e+03 8.886479629503273303e-01 8.834725315518181243e-02 1.998278894337865763e+00 -2.000710843190081720e-03
1.138989100000000008e+03 -2.727398000000000138e+03 -1.164374099999999999e+03 7.989783473413255566e-01 8.553382937316318657e-02 2.000061376458273088e+00 -1.999602022239182781e-03
1.138467599999999948e+03 -2.727386500000000069e+03 -1.164373900000000049e+03 7.151311225729704013e-01 8.278284509930673718e-02 1.999035067130995547e+00 -2.016963072536535027e-03
1.137936799999999948e+03 -2.727372299999999996e+03 -1.164373900000000049e+03 6.388798753356705884e-01 8.066644652168511453e-02 1.995775180103124047e+00 -2.019956999527888243e-03
1.137413399999999911e+03 -2.727357599999999820e+03 -1.164373800000000074e+03 5.691533855899881811e-01 7.875236062579829555e-02 1.991143206870206850e+00 -2.015436893252230653e-03
1.136894399999999905e+03 -2.727345499999999902e+03 -1.164373599999999897e+03 5.054677042746106297e-01 7.719826539223581530e-02 1.986465376034391772e+00 -2.026410480306140970e-03
1.136369799999999941e+03 -2.727332699999999932e+03 -1.164373399999999947e+03 4.453896300114353335e-01 7.550216107647766961e-02 1.981713844408382608e+00 -2.021097435601037356e-03
1.135857799999999997e+03 -2.727318400000000111e+03 -1.164373100000000022e+03 3.886615281489397833e-01 7.371575307067443350e-02 1.977077033537993911e+00 -1.999012816955290407e-03
1.135334399999999960e+03 -2.727302700000000186e+03 -1.164373000000000047e+03 3.348664746307856710e-01 7.195355572332269578e-02 1.972697006006404408e+00 -2.007722842680802720e-03
1.134812100000000100e+03 -2.727291700000000219e+03 -1.164373100000000022e+03 2.828808375947142739e-01 7.009363911696214755e-02 1.968312976784386326e+00 -2.021778937566963419e-03
1.134284200000000055e+03 -2.727277599999999893e+03 -1.164372699999999895e+03 2.324134898069473709e-01 6.814038952388171144e-02 1.964670627212801834e+00 -2.026041928678669682e-03
1.133760999999999967e+03 -2.727264500000000226e+03 -1.164372499999999945e+03 1.835152073610887835e-01 6.609661103452015019e-02 1.960839748187581666e+00 -2.014195158472566975e-03
1.133241299999999910e+03 -2.727250199999999950e+03 -1.164372399999999971e+03 1.369512329925714200e-01 6.434321203232142017e-02 1.957151753335041322e+00 -2.013658337270088361e-03
1.132717200000000048e+03 -2.727236499999999978e+03 -1.164372299999999996e+03 9.197539333278106910e-02 6.264087805012201471e-02 1.955063347841627275e+00 -2.032487108063372409e-03
1.132186999999999898e+03 -2.727223899999999958e+03 -1.164372100000000046e+03 4.657028182877193112e-02 6.078387813289729685e-02 1.954723722134822816e+00 -2.007646997470913242e-03
1.131670499999999947e+03 -2.727208099999999831e+03 -1.164372000000000071e+03 1.314649771084511843e-05 5.870753584352154247e-02 1.955360009301549740e+00 -2.048932173197705146e-03
1.131155099999999948e+03 -2.727197099999999864e+03 -1.164371900000000096e+03 -4.706233458766264505e-02 5.697318639738077617e-02 1.956422329781541070e+00 -2.004050450805776231e-03
1.130641200000000026e+03 -2.727184699999999793e+03 -1.164371699999999919e+03 -9.532306976804817700e-02 5.558029225894378644e-02 1.956760616293000465e+00 -2.046189738174843207e-03
1.130121399999999994e+03 -2.727169100000000071e+03 -1.164371300000000019e+03 -1.448731087034555998e-01 5.396018814603339986e-02 1.956115515379317049e+00 -2.025057856414656018e-03
1.129608600000000024e+03 -2.727157400000000052e+03 -1.164371000000000095e+03 -1.950190148947228974e-01 5.264739005224088747e-02 1.954645950743734817e+00 -1.982918811304832957e-03
1.129080200000000104e+03 -2.727143900000000031e+03 -1.164370799999999917e+03 -2.455400088240702050e-01 5.157119373736841067e-02 1.953599937485218652e+00 -1.975458036409048334e-03
1.128556499999999915e+03 -2.727127800000000207e+03 -1.164371000000000095e+03 -2.980474046778571751e-01 5.043243488665177798e-02 1.953236447360730654e+00 -2.050679848209183143e-03
1.128045100000000048e+03 -2.727117200000000139e+03 -1.164370699999999943e+03 -3.521592465370243508e-01 4.907806512237582186e-02 1.953178759281551713e+00 -2.022088081120425925e-03
1.127517200000000003e+03 -2.727104100000000017e+03 -1.164370799999999917e+03 -4.092394167308771036e-01 4.741634026787164974e-02 1.952915860167080186e+00 -2.036806619358263407e-03
1.126998700000000099e+03 -2.727088699999999790e+03 -1.164370699999999943e+03 -4.696490897154969590e-01 4.601149429162177534e-02 1.951970597114563333e+00 -2.032264266298181628e-03
1.126472899999999981e+03 -2.727076599999999871e+03 -1.164370400000000018e+03 -5.335299091257513782e-01 4.491237058708658775e-02 1.950330018114552644e+00 -2.041516719197786559e-03
1.125953999999999951e+03 -2.727063200000000052e+03 -1.164369899999999916e+03 -6.012431254563571636e-01 4.382097411081420368e-02 1.947739946986407178e+00 -2.024882014984055213e-03
1.125427899999999909e+03 -2.727049799999999777e+03 -1.164370200000000068e+03 -6.737850818489645732e-01 4.248207578385363586e-02 1.944412631322857132e+00 -2.021757226140414882e-03
1.124896600000000035e+03 -2.727034200000000055e+03 -1.164369799999999941e+03 -7.534754015352981282e-01 4.105272720162203570e-02 1.940452157325275540e+00 -2.081707120286240952e-03
1.124382100000000037e+03 -2.727023299999999836e+03 -1.164369699999999966e+03 -8.394767165809879916e-01 3.958231881528995189e-02 1.935335153795102237e+00 -2.037908829736608148e-03
1.123858099999999922e+03 -2.727008499999999913e+03 -1.164369500000000016e+03 -9.342458361519762056e-01 3.813668138153233217e-02 1.928861892407331524e+00 -2.008685188935960698e-03
1.123328400000000101e+03 -2.726993800000000192e+03 -1.164369200000000092e+03 -1.043892974861613920e+00 3.632320859158818388e-02 1.918792375523210580e+00 -2.018883411927976934e-03
1.122804699999999912e+03 -2.726981099999999969e+03 -1.164369200000000092e+03 -1.170698983040378671e+00 3.434313962637144946e-02 1.901211218972089112e+00 -2.024370383562304476e-03
1.122281199999999899e+03 -2.726966300000000047e+03 -1.164368999999999915e+03 -1.316728467112729284e+00 3.173094794712248701e-02 1.870200208489852800e+00 -2.005979042678407431e-03
1.121758000000000038e+03 -2.726954699999999775e+03 -1.164368699999999990e+03 -1.486658441990285739e+00 2.851999364283376234e-02 1.817254214115273658e+00 -2.042452199670917543e-03
1.121235300000000052e+03 -2.726940900000000056e+03 -1.164368500000000040e+03 -1.681999160035400953e+00 2.434239359888504609e-02 1.728537062291035653e+00 -2.040038909409981876e-03
1.120718399999999974e+03 -2.726926500000000033e+03 -1.164368300000000090e+03 -1.899948548724567754e+00 1.867903715031178982e-02 1.578911305861278258e+00 -2.037466062285073296e-03
1.120189100000000053e+03 -2.726914800000000014e+03 -1.164367899999999963e+03 -2.112976144862823258e+00 1.230777072123529457e-02 1.331072567935235318e+00 -2.029719627931348552e-03
1.119674999999999955e+03 -2.726901499999999942e+03 -1.164367899999999963e+03 -2.244687427417035863e+00 6.993969261074976795e-03 9.793838342567126043e-01 -2.026068358560399046e-03
1.119156199999999899e+03 -2.726885800000000017e+03 -1.164368199999999888e+03 -2.222916070707278813e+00 5.133816241432824501e-03 6.033225712678382813e-01 -2.031058414202946329e-03
1.118627500000000055e+03 -2.726873399999999947e+03 -1.164367999999999938e+03 -2.080792529527270673e+00 6.781976627931488380e-03 2.926071473252176425e-01 -2.048470998964774335e-03
1.118107099999999946e+03 -2.726859300000000076e+03 -1.164367799999999988e+03 -1.892318743460963848e+00 1.047611035752903270e-02 7.471912408517469850e-02 -2.033021718479677102e-03
1.117582699999999932e+03 -2.726845499999999902e+03 -1.164367600000000039e+03 -1.703942203847435000e+00 1.504302601259896281e-02 -6.726631027229999782e-02 -1.959492204393840139e-03
1.117064699999999903e+03 -2.726832899999999881e+03 -1.164367299999999886e+03 -1.530892538795714186e+00 1.964967228235437943e-02 -1.599969303893869210e-01 -2.018448019201530066e-03
1.116538399999999911e+03 -2.726820200000000114e+03 -1.164366899999999987e+03 -1.377355612689443509e+00 2.380142682741307955e-02 -2.199626975645917193e-01 -2.029580759116521391e-03
1.116021099999999933e+03 -2.726805400000000191e+03 -1.164366600000000062e+03 -1.241518119279642729e+00 2.815158413158482323e-02 -2.583266411650654848e-01 -2.011304333226083228e-03
1.115500600000000077e+03 -2.726791000000000167e+03 -1.164366899999999987e+03 -1.122535518830011902e+00 3.179637649040463476e-02 -2.820383357472597829e-01 -2.037111481430777925e-03
1.114987300000000005e+03 -2.726778999999999996e+03 -1.164366700000000037e+03 -1.017262179257638399e+00 3.530439813435476415e-02 -2.956881958076817418e-01 -2.000354525541006307e-03
1.114461700000000064e+03 -2.726766900000000078e+03 -1.164366199999999935e+03 -9.226488989627217308e-01 3.848864122270910515e-02 -3.020113275321005819e-01 -2.006079217565175099e-03
1.113942700000000059e+03 -2.726753099999999904e+03 -1.164365999999999985e+03 -8.385291553559280908e-01 4.143534011372978360e-02 -3.029919117882060586e-01 -2.006062394928035449e-03
1.113422800000000052e+03 -2.726737900000000081e+03 -1.164365900000000011e+03 -7.631991572090415232e-01 4.415766781789380591e-02 -3.003596569332509514e-01 -2.000052076201952727e-03
1.112904299999999921e+03 -2.726724499999999807e+03 -1.164365999999999985e+03 -6.956183778990898681e-01 4.671812294844293612e-02 -2.948399062583718089e-01 -2.028163887689518174e-03
1.112385299999999916e+03 -2.726714300000000094e+03 -1.164365900000000011e+03 -6.349797351960000391e-01 4.902808864763021079e-02 -2.873522860132262102e-01 -2.030592840424744021e-03
1.111851499999999987e+03 -2.726696699999999964e+03 -1.164365700000000061e+03 -5.799187381164705446e-01 5.115920760435674342e-02 -2.784622171969176607e-01 -2.015116470500345237e-03
1.111324499999999944e+03 -2.726684999999999945e+03 -1.164365600000000086e+03 -5.294715812104940911e-01 5.327887476278200807e-02 -2.683480530386999630e-01 -2.017488722087542544e-03
1.110806700000000092e+03 -2.726671800000000076e+03 -1.164365000000000009e+03 -4.841560578869460452e-01 5.514775809991896011e-02 -2.574242404547245622e-01 -2.020511488235109468e-03
1.110288099999999986e+03 -2.726655099999999948e+03 -1.164365099999999984e+03 -4.435912018845714067e-01 5.679200322841836124e-02 -2.464743774409166588e-01 -1.983222539867984281e-03
1.109762400000000071e+03 -2.726643599999999878e+03 -1.164365500000000111e+03 -4.063527552735529680e-01 5.839562994824012976e-02 -2.351704815098293877e-01 -1.988634502020414797e-03
1.109255799999999908e+03 -2.726631199999999808e+03 -1.164364600000000110e+03 -3.727806934135609596e-01 6.011449963153107229e-02 -2.238177642303232073e-01 -2.005354229835365140e-03
1.108743600000000015e+03 -2.726619099999999889e+03 -1.164364299999999957e+03 -3.425914311635636089e-01 6.146570222676198125e-02 -2.128071737197151925e-01 -1.984212367695867198e-03
1.108719900000000052e+03 -2.726614999999999782e+03 -1.164363200000000006e+03 -3.201745085779996725e-01 6.255886936944021759e-02 -2.039824777354089236e-01 -2.027395259735338250e-03
1.108681199999999990e+03 -2.726615899999999783e+03 -1.164367299999999886e+03 -3.216727039583355818e-01 6.250934448196747428e-02 -2.046957697387381259e-01 -1.970511042805288705e-03
1.108686599999999999e+03 -2.726326500000000124e+03 -1.164368099999999913e+03 -3.198061840943700607e-01 6.220350158615244041e-02 -2.039984148117859886e-01 -2.011946505818353048e-03
1.108707699999999932e+03 -2.725800999999999931e+03 -1.164364000000000033e+03 -3.194181254159883521e-01 5.986780778175899292e-02 -2.036124823449072807e-01 -1.994566849538740704e-03
1.108724799999999959e+03 -2.725603599999999915e+03 -1.164363200000000006e+03 -3.190589124605127114e-01 5.710530879135309462e-02 -2.030745996798416775e-01 -2.015789258065369023e-03
1.108715099999999893e+03 -2.725605399999999918e+03 -1.164363100000000031e+03 -3.188923537018273358e-01 5.629788515844758728e-02 -2.030680944719043535e-01 -2.003002411710458081e-03
1.109088400000000092e+03 -2.725626000000000204e+03 -1.164363599999999906e+03 -3.208139178916033507e-01 5.615337277786670855e-02 -2.037485881605031190e-01 -2.029639714601402106e-03
1.109542200000000093e+03 -2.725637700000000223e+03 -1.164363399999999956e+03 -3.472146029322117355e-01 5.468997472307146612e-02 -2.140909032696199643e-01 -2.043146089829267313e-03
