  +46.8203, -258.6784, -370.3602,         +.0
  +46.8202, -258.6784, -370.3595,         +.0
  +46.8202, -258.6785, -370.3591,         +.0
  +46.8203, -258.6786, -370.3596,         +.0
  +46.8201, -258.6787, -370.3598,         +.0
  +46.8203, -258.6786, -370.3597,         +.0
  +46.8203, -258.6786, -370.3588,         +.0
  +46.8202, -258.6783, -370.3596,         +.0
  +46.8202, -258.6785, -370.3599,         +.0
  +46.8203, -258.6786, -370.3598,         +.0
  +46.8203, -258.6786, -370.3595,         +.0
  +46.8203, -258.6787, -370.3589,         +.0
  +46.8203, -258.6783, -370.3594,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8201, -258.6783, -370.3595,         +.0
  +46.8202, -258.6786, -370.3594,         +.0
  +46.8202, -258.6787, -370.3600,         +.0
  +46.8202, -258.6788, -370.3597,         +.0
  +46.8203, -258.6788, -370.3591,         +.0
  +46.8203, -258.6786, -370.3592,         +.0
  +46.8202, -258.6787, -370.3595,         +.0
  +46.8202, -258.6786, -370.3598,         +.0
  +46.8202, -258.6787, -370.3597,         +.0
  +46.8202, -258.6787, -370.3593,         +.0
  +46.8202, -258.6786, -370.3592,         +.0
  +46.8202, -258.6786, -370.3598,         +.0
  +46.8203, -258.6784, -370.3594,         +.0
  +46.8202, -258.6782, -370.3591,         +.0
  +46.8203, -258.6785, -370.3599,         +.0
  +46.8202, -258.6785, -370.3603,         +.0
  +46.8202, -258.6783, -370.3598,         +.0
  +46.8201, -258.6784, -370.3595,         +.0
  +46.8204, -258.6783, -370.3592,         +.0
  +46.8202, -258.6781, -370.3595,         +.0
  +46.8203, -258.6782, -370.3594,         +.0
  +46.8201, -258.6783, -370.3593,         +.0
  +46.8202, -258.6787, -370.3593,         +.0
  +46.8202, -258.6784, -370.3594,         +.0
  +46.8203, -258.6784, -370.3601,         +.0
  +46.8201, -258.6788, -370.3599,         +.0
  +46.8202, -258.6786, -370.3596,         +.0
  +46.8201, -258.6785, -370.3596,         +.0
  +46.8203, -258.6787, -370.3593,         +.0
  +46.8203, -258.6784, -370.3595,         +.0
  +46.8202, -258.6785, -370.3593,         +.0
  +46.8203, -258.6787, -370.3594,         +.0
  +46.8202, -258.6786, -370.3593,         +.0
  +46.8203, -258.6785, -370.3594,         +.0
  +46.8202, -258.6786, -370.3599,         +.0
  +46.8203, -258.6785, -370.3597,         +.0
  +46.8202, -258.6782, -370.3595,         +.0
  +46.8202, -258.6785, -370.3598,         +.0
  +46.8201, -258.6787, -370.3595,         +.0
  +46.8202, -258.6782, -370.3597,         +.0
  +46.8202, -258.6784, -370.3598,         +.0
  +46.8202, -258.6788, -370.3595,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8202, -258.6790, -370.3592,         +.0
  +46.8203, -258.6787, -370.3592,         +.0
  +46.8203, -258.6785, -370.3591,         +.0
  +46.8202, -258.6788, -370.3594,         +.0
  +46.8201, -258.6783, -370.3605,         +.0
  +46.8201, -258.6786, -370.3600,         +.0
  +46.8202, -258.6782, -370.3592,         +.0
  +46.8201, -258.6785, -370.3592,         +.0
  +46.8203, -258.6787, -370.3595,         +.0
  +46.8202, -258.6783, -370.3597,         +.0
  +46.8201, -258.6789, -370.3593,         +.0
  +46.8202, -258.6783, -370.3597,         +.0
  +46.8202, -258.6783, -370.3602,         +.0
  +46.8202, -258.6784, -370.3596,         +.0
  +46.8203, -258.6782, -370.3594,         +.0
  +46.8202, -258.6785, -370.3589,         +.0
  +46.8203, -258.6784, -370.3593,         +.0
  +46.8202, -258.6784, -370.3598,         +.0
  +46.8203, -258.6787, -370.3600,         +.0
  +46.8202, -258.6783, -370.3594,         +.0
  +46.8202, -258.6784, -370.3596,         +.0
  +46.8203, -258.6788, -370.3597,         +.0
  +46.8203, -258.6785, -370.3593,         +.0
  +46.8203, -258.6784, -370.3588,         +.0
  +46.8203, -258.6785, -370.3593,         +.0
  +46.8203, -258.6787, -370.3599,         +.0
  +46.8202, -258.6781, -370.3600,         +.0
  +46.8201, -258.6786, -370.3597,         +.0
  +46.8203, -258.6787, -370.3596,         +.0
  +46.8201, -258.6785, -370.3597,         +.0
  +46.8201, -258.6786, -370.3597,         +.0
  +46.8203, -258.6783, -370.3595,         +.0
  +46.8203, -258.6784, -370.3593,         +.0
  +46.8202, -258.6785, -370.3599,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8202, -258.6784, -370.3591,         +.0
  +46.8203, -258.6783, -370.3596,         +.0
  +46.8201, -258.6786, -370.3599,         +.0
  +46.8202, -258.6784, -370.3595,         +.0
  +46.8201, -258.6784, -370.3593,         +.0
  +46.8203, -258.6786, -370.3594,         +.0
  +46.8203, -258.6786, -370.3594,         +.0
  +46.8203, -258.6783, -370.3596,         +.0
  +46.8202, -258.6784, -370.3597,         +.0
  +46.8202, -258.6788, -370.3594,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8201, -258.6788, -370.3597,         +.0
  +46.8203, -258.6788, -370.3596,         +.0
  +46.8202, -258.6786, -370.3597,         +.0
  +46.8201, -258.6789, -370.3600,         +.0
  +46.8201, -258.6786, -370.3595,         +.0
  +46.8203, -258.6786, -370.3589,         +.0
  +46.8202, -258.6788, -370.3591,         +.0
  +46.8203, -258.6785, -370.3595,         +.0
  +46.8203, -258.6784, -370.3600,         +.0
  +46.8201, -258.6786, -370.3600,         +.0
  +46.8203, -258.6785, -370.3598,         +.0
  +46.8203, -258.6783, -370.3598,         +.0
  +46.8203, -258.6786, -370.3591,         +.0
  +46.8204, -258.6785, -370.3587,         +.0
  +46.8204, -258.6784, -370.3591,         +.0
  +46.8203, -258.6785, -370.3599,         +.0
  +46.8203, -258.6786, -370.3600,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8201, -258.6783, -370.3603,         +.0
  +46.8200, -258.6785, -370.3600,         +.0
  +46.8202, -258.6787, -370.3595,         +.0
  +46.8202, -258.6786, -370.3591,         +.0
  +46.8202, -258.6786, -370.3592,         +.0
  +46.8202, -258.6787, -370.3598,         +.0
  +46.8202, -258.6786, -370.3598,         +.0
  +46.8201, -258.6783, -370.3599,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8202, -258.6789, -370.3592,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8202, -258.6787, -370.3597,         +.0
  +46.8202, -258.6788, -370.3593,         +.0
  +46.8202, -258.6784, -370.3592,         +.0
  +46.8202, -258.6787, -370.3598,         +.0
  +46.8202, -258.6787, -370.3602,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8202, -258.6786, -370.3593,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8202, -258.6787, -370.3592,         +.0
  +46.8203, -258.6787, -370.3595,         +.0
  +46.8202, -258.6784, -370.3599,         +.0
  +46.8202, -258.6786, -370.3600,         +.0
  +46.8201, -258.6787, -370.3595,         +.0
  +46.8202, -258.6785, -370.3589,         +.0
  +46.8203, -258.6785, -370.3595,         +.0
  +46.8202, -258.6784, -370.3600,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8204, -258.6783, -370.3590,         +.0
  +46.8201, -258.6784, -370.3594,         +.0
  +46.8202, -258.6782, -370.3604,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8201, -258.6787, -370.3593,         +.0
  +46.8202, -258.6785, -370.3594,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8201, -258.6784, -370.3601,         +.0
  +46.8201, -258.6786, -370.3590,         +.0
  +46.8203, -258.6786, -370.3590,         +.0
  +46.8202, -258.6787, -370.3595,         +.0
  +46.8203, -258.6788, -370.3595,         +.0
  +46.8201, -258.6784, -370.3597,         +.0
  +46.8202, -258.6783, -370.3595,         +.0
  +46.8201, -258.6785, -370.3593,         +.0
  +46.8201, -258.6787, -370.3593,         +.0
  +46.8203, -258.6789, -370.3591,         +.0
  +46.8203, -258.6783, -370.3595,         +.0
  +46.8203, -258.6786, -370.3600,         +.0
  +46.8201, -258.6785, -370.3602,         +.0
  +46.8200, -258.6780, -370.3599,         +.0
  +46.8202, -258.6787, -370.3586,         +.0
  +46.8202, -258.6782, -370.3595,         +.0
  +46.8202, -258.6787, -370.3599,         +.0
  +46.8201, -258.6785, -370.3600,         +.0
  +46.8200, -258.6785, -370.3598,         +.0
  +46.8202, -258.6787, -370.3597,         +.0
  +46.8202, -258.6784, -370.3595,         +.0
  +46.8203, -258.6785, -370.3589,         +.0
  +46.8202, -258.6787, -370.3591,         +.0
  +46.8202, -258.6784, -370.3600,         +.0
  +46.8201, -258.6788, -370.3600,         +.0
  +46.8201, -258.6783, -370.3599,         +.0
  +46.8202, -258.6786, -370.3596,         +.0
  +46.8201, -258.6786, -370.3590,         +.0
  +46.8203, -258.6783, -370.3594,         +.0
  +46.8202, -258.6788, -370.3593,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8201, -258.6786, -370.3600,         +.0
  +46.8203, -258.6783, -370.3595,         +.0
  +46.8202, -258.6787, -370.3585,         +.0
  +46.8202, -258.6786, -370.3592,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8203, -258.6785, -370.3596,         +.0
  +46.8201, -258.6785, -370.3595,         +.0
  +46.8203, -258.6786, -370.3597,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8201, -258.6785, -370.3593,         +.0
  +46.8203, -258.6785, -370.3597,         +.0
  +46.8201, -258.6785, -370.3593,         +.0
  +46.8203, -258.6784, -370.3594,         +.0
  +46.8202, -258.6788, -370.3598,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8201, -258.6787, -370.3592,         +.0
  +46.8201, -258.6784, -370.3594,         +.0
  +46.8202, -258.6785, -370.3599,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8203, -258.6784, -370.3592,         +.0
  +46.8201, -258.6786, -370.3591,         +.0
  +46.8202, -258.6784, -370.3594,         +.0
  +46.8202, -258.6786, -370.3602,         +.0
  +46.8201, -258.6785, -370.3598,         +.0
  +46.8202, -258.6785, -370.3587,         +.0
  +46.8201, -258.6787, -370.3592,         +.0
  +46.8202, -258.6786, -370.3600,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8203, -258.6784, -370.3593,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8202, -258.6787, -370.3602,         +.0
  +46.8201, -258.6784, -370.3598,         +.0
  +46.8201, -258.6789, -370.3589,         +.0
  +46.8203, -258.6785, -370.3588,         +.0
  +46.8202, -258.6784, -370.3596,         +.0
  +46.8202, -258.6788, -370.3598,         +.0
  +46.8203, -258.6786, -370.3597,         +.0
  +46.8200, -258.6789, -370.3595,         +.0
  +46.8202, -258.6785, -370.3601,         +.0
  +46.8201, -258.6787, -370.3600,         +.0
  +46.8202, -258.6790, -370.3590,         +.0
  +46.8202, -258.6784, -370.3589,         +.0
  +46.8201, -258.6786, -370.3592,         +.0
  +46.8203, -258.6784, -370.3593,         +.0
  +46.8202, -258.6784, -370.3599,         +.0
  +46.8202, -258.6785, -370.3602,         +.0
  +46.8201, -258.6783, -370.3599,         +.0
  +46.8201, -258.6786, -370.3598,         +.0
  +46.8201, -258.6787, -370.3595,         +.0
  +46.8202, -258.6785, -370.3592,         +.0
  +46.8202, -258.6786, -370.3587,         +.0
  +46.8203, -258.6787, -370.3589,         +.0
  +46.8202, -258.6786, -370.3597,         +.0
  +46.8202, -258.6786, -370.3601,         +.0
  +46.8201, -258.6786, -370.3602,         +.0
  +46.8201, -258.6786, -370.3599,         +.0
  +46.8201, -258.6786, -370.3595,         +.0
  +46.8200, -258.6785, -370.3594,         +.0
  +46.8202, -258.6786, -370.3593,         +.0
  +46.8202, -258.6785, -370.3594,         +.0
  +46.8201, -258.6784, -370.3601,         +.0
  +46.8202, -258.6787, -370.3598,         +.0
  +46.8202, -258.6784, -370.3594,         +.0
  +46.8202, -258.6787, -370.3590,         +.0
  +46.8202, -258.6782, -370.3595,         +.0
  +46.8202, -258.6784, -370.3594,         +.0
  +46.8203, -258.6785, -370.3593,         +.0
  +46.8201, -258.6787, -370.3597,         +.0
  +46.8202, -258.6787, -370.3596,         +.0
  +46.8203, -258.6787, -370.3599,         +.0
  +46.8201, -258.6786, -370.3595,         +.0
  +46.8202, -258.6788, -370.3589,         +.0
  +46.8202, -258.6786, -370.3593,         +.0
  +46.8201, -258.6786, -370.3596,         +.0
  +46.8203, -258.6786, -370.3596,         +.0
  +46.8201, -258.6783, -370.3594,         +.0
  +46.8201, -258.6787, -370.3595,         +.0
  +46.8202, -258.6782, -370.3599,         +.0
  +46.8201, -258.6785, -370.3599,         +.0
  +46.8201, -258.6786, -370.3593,         +.0
  +46.8202, -258.6785, -370.3591,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8201, -258.6784, -370.3596,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8201, -258.6789, -370.3598,         +.0
  +46.8203, -258.6786, -370.3595,         +.0
  +46.8201, -258.6785, -370.3595,         +.0
  +46.8203, -258.6787, -370.3589,         +.0
  +46.8203, -258.6784, -370.3592,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8203, -258.6788, -370.3596,         +.0
  +46.8204, -258.6785, -370.3598,         +.0
  +46.8201, -258.6786, -370.3597,         +.0
  +46.8202, -258.6785, -370.3598,         +.0
  +46.8202, -258.6784, -370.3595,         +.0
  +46.8201, -258.6787, -370.3597,         +.0
  +46.8202, -258.6787, -370.3593,         +.0
  +46.8202, -258.6786, -370.3591,         +.0
  +46.8202, -258.6784, -370.3597,         +.0
  +46.8202, -258.6785, -370.3602,         +.0
  +46.8201, -258.6784, -370.3597,         +.0
  +46.8201, -258.6785, -370.3596,         +.0
  +46.8201, -258.6786, -370.3596,         +.0
  +46.8202, -258.6786, -370.3591,         +.0
  +46.8202, -258.6784, -370.3594,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8202, -258.6786, -370.3600,         +.0
  +46.8201, -258.6786, -370.3597,         +.0
  +46.8202, -258.6785, -370.3594,         +.0
  +46.8202, -258.6785, -370.3594,         +.0
  +46.8200, -258.6788, -370.3596,         +.0
  +46.8203, -258.6786, -370.3593,         +.0
  +46.8202, -258.6784, -370.3590,         +.0
  +46.8203, -258.6790, -370.3593,         +.0
  +46.8202, -258.6786, -370.3598,         +.0
  +46.8202, -258.6782, -370.3603,         +.0
  +46.8200, -258.6786, -370.3601,         +.0
  +46.8202, -258.6783, -370.3592,         +.0
  +46.8202, -258.6786, -370.3588,         +.0
  +46.8202, -258.6784, -370.3593,         +.0
  +46.8203, -258.6784, -370.3597,         +.0
  +46.8202, -258.6788, -370.3597,         +.0
  +46.8201, -258.6786, -370.3593,         +.0
  +46.8201, -258.6785, -370.3598,         +.0
  +46.8201, -258.6786, -370.3597,         +.0
  +46.8203, -258.6788, -370.3594,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8202, -258.6784, -370.3595,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8202, -258.6785, -370.3593,         +.0
  +46.8202, -258.6785, -370.3597,         +.0
  +46.8201, -258.6785, -370.3603,         +.0
  +46.8202, -258.6786, -370.3599,         +.0
  +46.8201, -258.6783, -370.3597,         +.0
  +46.8202, -258.6784, -370.3590,         +.0
  +46.8202, -258.6785, -370.3592,         +.0
  +46.8202, -258.6785, -370.3600,         +.0
  +46.8202, -258.6784, -370.3599,         +.0
  +46.8201, -258.6783, -370.3596,         +.0
  +46.8201, -258.6786, -370.3596,         +.0
  +46.8201, -258.6787, -370.3598,         +.0
  +46.8202, -258.6786, -370.3599,         +.0
  +46.8202, -258.6786, -370.3587,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8202, -258.6785, -370.3599,         +.0
  +46.8202, -258.6783, -370.3595,         +.0
  +46.8203, -258.6784, -370.3593,         +.0
  +46.8202, -258.6788, -370.3593,         +.0
  +46.8202, -258.6785, -370.3599,         +.0
  +46.8201, -258.6785, -370.3599,         +.0
  +46.8201, -258.6785, -370.3595,         +.0
  +46.8201, -258.6782, -370.3596,         +.0
  +46.8202, -258.6786, -370.3599,         +.0
  +46.8202, -258.6786, -370.3595,         +.0
  +46.8201, -258.6788, -370.3592,         +.0
  +46.8203, -258.6789, -370.3590,         +.0
  +46.8203, -258.6783, -370.3593,         +.0
  +46.8201, -258.6784, -370.3595,         +.0
  +46.8203, -258.6786, -370.3596,         +.0
  +46.8203, -258.6784, -370.3596,         +.0
  +46.8201, -258.6785, -370.3598,         +.0
  +46.8202, -258.6786, -370.3600,         +.0
  +46.8202, -258.6785, -370.3595,         +.0
  +46.8202, -258.6786, -370.3593,         +.0
  +46.8202, -258.6785, -370.3592,         +.0
  +46.8203, -258.6784, -370.3594,         +.0
  +46.8201, -258.6786, -370.3596,         +.0
  +46.8202, -258.6789, -370.3592,         +.0
  +46.8202, -258.6785, -370.3596,         +.0
  +46.8201, -258.6788, -370.3598,         +.0
  +46.8203, -258.6784, -370.3600,         +.0
  +46.8201, -258.6785, -370.3594,         +.0
  +46.8202, -258.6784, -370.3590,         +.0
  +46.8201, -258.6785, -370.3598,         +.0
  +46.8203, -258.6786, -370.3599,         +.0
  +46.8202, -258.6785, -370.3601,         +.0
  +46.8202, -258.6784, -370.3598,         +.0
